object,split,image,mask,mask_height,mask_width,defect_pixels,total_pixels,defect_area_ratio
cashew,train,cashew/Data/Images/Anomaly/053.JPG,cashew/Data/Masks/Anomaly/053.png,1176,1274,851,1498224,0.000568005852262412
cashew,train,cashew/Data/Images/Anomaly/037.JPG,cashew/Data/Masks/Anomaly/037.png,1176,1274,7880,1498224,0.005259560653146659
cashew,train,cashew/Data/Images/Anomaly/065.JPG,cashew/Data/Masks/Anomaly/065.png,1176,1274,427,1498224,0.0002850041115347238
cashew,train,cashew/Data/Images/Anomaly/051.JPG,cashew/Data/Masks/Anomaly/051.png,1176,1274,1990,1498224,0.0013282393020002349
cashew,train,cashew/Data/Images/Anomaly/004.JPG,cashew/Data/Masks/Anomaly/004.png,1176,1274,2330,1498224,0.0015551746601309283
cashew,train,cashew/Data/Images/Anomaly/020.JPG,cashew/Data/Masks/Anomaly/020.png,1176,1274,1875,1498224,0.0012514817543972062
cashew,train,cashew/Data/Images/Anomaly/038.JPG,cashew/Data/Masks/Anomaly/038.png,1176,1274,1320,1498224,0.0008810431550956333
cashew,train,cashew/Data/Images/Anomaly/009.JPG,cashew/Data/Masks/Anomaly/009.png,1176,1274,3268,1498224,0.0021812492657973708
cashew,train,cashew/Data/Images/Anomaly/010.JPG,cashew/Data/Masks/Anomaly/010.png,1176,1274,2238,1498224,0.0014937686220485055
cashew,train,cashew/Data/Images/Anomaly/081.JPG,cashew/Data/Masks/Anomaly/081.png,1176,1274,2321,1498224,0.0015491675477098217
cashew,train,cashew/Data/Images/Anomaly/044.JPG,cashew/Data/Masks/Anomaly/044.png,1176,1274,1041,1498224,0.000694822670041329
cashew,train,cashew/Data/Images/Anomaly/036.JPG,cashew/Data/Masks/Anomaly/036.png,1176,1274,14623,1498224,0.009760222770426851
cashew,train,cashew/Data/Images/Anomaly/084.JPG,cashew/Data/Masks/Anomaly/084.png,1176,1274,2212,1498224,0.001476414741720864
cashew,train,cashew/Data/Images/Anomaly/050.JPG,cashew/Data/Masks/Anomaly/050.png,1176,1274,1013,1498224,0.0006761338758423306
cashew,train,cashew/Data/Images/Anomaly/096.JPG,cashew/Data/Masks/Anomaly/096.png,1176,1274,333751,1498224,0.2227644197396384
cashew,train,cashew/Data/Images/Anomaly/090.JPG,cashew/Data/Masks/Anomaly/090.png,1176,1274,3807,1498224,0.0025410085541280876
cashew,train,cashew/Data/Images/Anomaly/066.JPG,cashew/Data/Masks/Anomaly/066.png,1176,1274,312,1498224,0.00020824656393169514
cashew,train,cashew/Data/Images/Anomaly/016.JPG,cashew/Data/Masks/Anomaly/016.png,1176,1274,3566,1498224,0.0023801514326295668
cashew,train,cashew/Data/Images/Anomaly/080.JPG,cashew/Data/Masks/Anomaly/080.png,1176,1274,1993,1498224,0.0013302416728072704
cashew,train,cashew/Data/Images/Anomaly/033.JPG,cashew/Data/Masks/Anomaly/033.png,1176,1274,12478,1498224,0.008328527643396448
cashew,train,cashew/Data/Images/Anomaly/024.JPG,cashew/Data/Masks/Anomaly/024.png,1176,1274,3273,1498224,0.002184586550475763
cashew,train,cashew/Data/Images/Anomaly/052.JPG,cashew/Data/Masks/Anomaly/052.png,1176,1274,1355,1498224,0.0009044041478443811
cashew,train,cashew/Data/Images/Anomaly/091.JPG,cashew/Data/Masks/Anomaly/091.png,1176,1274,919,1498224,0.0006133929238885507
cashew,train,cashew/Data/Images/Anomaly/099.JPG,cashew/Data/Masks/Anomaly/099.png,1176,1274,382146,1498224,0.25506599814179987
cashew,train,cashew/Data/Images/Anomaly/064.JPG,cashew/Data/Masks/Anomaly/064.png,1176,1274,256,1498224,0.00017086897553369857
cashew,train,cashew/Data/Images/Anomaly/005.JPG,cashew/Data/Masks/Anomaly/005.png,1176,1274,2823,1498224,0.0018842309294204338
cashew,train,cashew/Data/Images/Anomaly/058.JPG,cashew/Data/Masks/Anomaly/058.png,1176,1274,1034,1498224,0.0006901504714915793
cashew,train,cashew/Data/Images/Anomaly/076.JPG,cashew/Data/Masks/Anomaly/076.png,1176,1274,1061,1498224,0.0007081718087548992
cashew,train,cashew/Data/Images/Anomaly/039.JPG,cashew/Data/Masks/Anomaly/039.png,1176,1274,2155,1498224,0.0014383696963871891
cashew,train,cashew/Data/Images/Anomaly/079.JPG,cashew/Data/Masks/Anomaly/079.png,1176,1274,2236,1498224,0.0014924337081771485
cashew,train,cashew/Data/Images/Anomaly/023.JPG,cashew/Data/Masks/Anomaly/023.png,1176,1274,4242,1498224,0.0028313523211482396
cashew,train,cashew/Data/Images/Anomaly/094.JPG,cashew/Data/Masks/Anomaly/094.png,1176,1274,478781,1498224,0.31956569912109273
cashew,train,cashew/Data/Images/Anomaly/030.JPG,cashew/Data/Masks/Anomaly/030.png,1176,1274,1950,1498224,0.0013015410245730945
cashew,train,cashew/Data/Images/Anomaly/073.JPG,cashew/Data/Masks/Anomaly/073.png,1176,1274,241,1498224,0.00016085712149852092
cashew,train,cashew/Data/Images/Anomaly/025.JPG,cashew/Data/Masks/Anomaly/025.png,1176,1274,2073,1498224,0.0013836382276615513
cashew,train,cashew/Data/Images/Anomaly/047.JPG,cashew/Data/Masks/Anomaly/047.png,1176,1274,3025,1498224,0.002019057230427493
cashew,train,cashew/Data/Images/Anomaly/031.JPG,cashew/Data/Masks/Anomaly/031.png,1176,1274,1351,1498224,0.000901734320101667
cashew,train,cashew/Data/Images/Anomaly/045.JPG,cashew/Data/Masks/Anomaly/045.png,1176,1274,955,1498224,0.000637421373572977
cashew,train,cashew/Data/Images/Anomaly/019.JPG,cashew/Data/Masks/Anomaly/019.png,1176,1274,3526,1498224,0.002353453155202426
cashew,train,cashew/Data/Images/Anomaly/087.JPG,cashew/Data/Masks/Anomaly/087.png,1176,1274,2420,1498224,0.0016152457843419943
cashew,train,cashew/Data/Images/Anomaly/042.JPG,cashew/Data/Masks/Anomaly/042.png,1176,1274,1609,1498224,0.0010739382095067227
cashew,train,cashew/Data/Images/Anomaly/068.JPG,cashew/Data/Masks/Anomaly/068.png,1176,1274,287,1498224,0.00019156014053973237
cashew,train,cashew/Data/Images/Anomaly/095.JPG,cashew/Data/Masks/Anomaly/095.png,1176,1274,342751,1498224,0.228771532160745
cashew,train,cashew/Data/Images/Anomaly/021.JPG,cashew/Data/Masks/Anomaly/021.png,1176,1274,4667,1498224,0.0031150215188116065
cashew,train,cashew/Data/Images/Anomaly/007.JPG,cashew/Data/Masks/Anomaly/007.png,1176,1274,1079,1498224,0.0007201860335971123
cashew,train,cashew/Data/Images/Anomaly/067.JPG,cashew/Data/Masks/Anomaly/067.png,1176,1274,121,1498224,8.076228921709972e-05
cashew,train,cashew/Data/Images/Anomaly/046.JPG,cashew/Data/Masks/Anomaly/046.png,1176,1274,2887,1498224,0.0019269481733038584
cashew,train,cashew/Data/Images/Anomaly/082.JPG,cashew/Data/Masks/Anomaly/082.png,1176,1274,3006,1498224,0.002006375548649601
cashew,train,cashew/Data/Images/Anomaly/011.JPG,cashew/Data/Masks/Anomaly/011.png,1176,1274,6586,1498224,0.004395871378378667
cashew,train,cashew/Data/Images/Anomaly/006.JPG,cashew/Data/Masks/Anomaly/006.png,1176,1274,3603,1498224,0.0024048473392496716
cashew,train,cashew/Data/Images/Anomaly/041.JPG,cashew/Data/Masks/Anomaly/041.png,1176,1274,6810,1498224,0.004545381731970654
cashew,train,cashew/Data/Images/Anomaly/086.JPG,cashew/Data/Masks/Anomaly/086.png,1176,1274,3337,1498224,0.002227303794359188
cashew,train,cashew/Data/Images/Anomaly/088.JPG,cashew/Data/Masks/Anomaly/088.png,1176,1274,2977,1498224,0.001987019297514924
cashew,train,cashew/Data/Images/Anomaly/070.JPG,cashew/Data/Masks/Anomaly/070.png,1176,1274,179,1498224,0.0001194747914864533
cashew,train,cashew/Data/Images/Anomaly/018.JPG,cashew/Data/Masks/Anomaly/018.png,1176,1274,4696,1498224,0.003134377769946283
cashew,train,cashew/Data/Images/Anomaly/078.JPG,cashew/Data/Masks/Anomaly/078.png,1176,1274,362,1498224,0.00024161941071562063
cashew,train,cashew/Data/Images/Anomaly/071.JPG,cashew/Data/Masks/Anomaly/071.png,1176,1274,362,1498224,0.00024161941071562063
cashew,train,cashew/Data/Images/Anomaly/059.JPG,cashew/Data/Masks/Anomaly/059.png,1176,1274,1009,1498224,0.0006734640480996167
cashew,train,cashew/Data/Images/Anomaly/043.JPG,cashew/Data/Masks/Anomaly/043.png,1176,1274,579,1498224,0.00038645756575785733
cashew,train,cashew/Data/Images/Anomaly/061.JPG,cashew/Data/Masks/Anomaly/061.png,1176,1274,444,1498224,0.00029635087944125844
cashew,test,cashew/Data/Images/Anomaly/022.JPG,cashew/Data/Masks/Anomaly/022.png,1176,1274,5925,1498224,0.003954682343895172
cashew,test,cashew/Data/Images/Anomaly/014.JPG,cashew/Data/Masks/Anomaly/014.png,1176,1274,3375,1498224,0.0022526671579149713
cashew,test,cashew/Data/Images/Anomaly/035.JPG,cashew/Data/Masks/Anomaly/035.png,1176,1274,10039,1498224,0.0067006001772765625
cashew,test,cashew/Data/Images/Anomaly/093.JPG,cashew/Data/Masks/Anomaly/093.png,1176,1274,2511,1498224,0.0016759843654887386
cashew,test,cashew/Data/Images/Anomaly/056.JPG,cashew/Data/Masks/Anomaly/056.png,1176,1274,2375,1498224,0.0015852102222364613
cashew,test,cashew/Data/Images/Anomaly/028.JPG,cashew/Data/Masks/Anomaly/028.png,1176,1274,1054,1498224,0.0007034996102051495
cashew,test,cashew/Data/Images/Anomaly/098.JPG,cashew/Data/Masks/Anomaly/098.png,1176,1274,328457,1498224,0.21923090272215637
cashew,test,cashew/Data/Images/Anomaly/054.JPG,cashew/Data/Masks/Anomaly/054.png,1176,1274,1374,1498224,0.0009170858296222728
cashew,test,cashew/Data/Images/Anomaly/027.JPG,cashew/Data/Masks/Anomaly/027.png,1176,1274,1528,1498224,0.0010198741977167634
cashew,test,cashew/Data/Images/Anomaly/089.JPG,cashew/Data/Masks/Anomaly/089.png,1176,1274,6034,1498224,0.00402743514988413
cashew,test,cashew/Data/Images/Anomaly/001.JPG,cashew/Data/Masks/Anomaly/001.png,1176,1274,1690,1498224,0.0011280022212966818
cashew,test,cashew/Data/Images/Anomaly/069.JPG,cashew/Data/Masks/Anomaly/069.png,1176,1274,220,1498224,0.00014684052584927222
cashew,test,cashew/Data/Images/Anomaly/074.JPG,cashew/Data/Masks/Anomaly/074.png,1176,1274,413,1498224,0.0002756597144352246
cashew,test,cashew/Data/Images/Anomaly/002.JPG,cashew/Data/Masks/Anomaly/002.png,1176,1274,6244,1498224,0.004167601106376617
cashew,test,cashew/Data/Images/Anomaly/085.JPG,cashew/Data/Masks/Anomaly/085.png,1176,1274,1598,1498224,0.001066596183214259
cashew,test,cashew/Data/Images/Anomaly/040.JPG,cashew/Data/Masks/Anomaly/040.png,1176,1274,1423,1498224,0.0009497912194705197
cashew,test,cashew/Data/Images/Anomaly/013.JPG,cashew/Data/Masks/Anomaly/013.png,1176,1274,3474,1498224,0.0023187453945471437
cashew,test,cashew/Data/Images/Anomaly/075.JPG,cashew/Data/Masks/Anomaly/075.png,1176,1274,417,1498224,0.0002783295421779387
cashew,test,cashew/Data/Images/Anomaly/029.JPG,cashew/Data/Masks/Anomaly/029.png,1176,1274,1524,1498224,0.0010172043699740493
cashew,test,cashew/Data/Images/Anomaly/034.JPG,cashew/Data/Masks/Anomaly/034.png,1176,1274,9805,1498224,0.006544415254327791
cashew,test,cashew/Data/Images/Anomaly/092.JPG,cashew/Data/Masks/Anomaly/092.png,1176,1274,6883,1498224,0.004594106088275185
cashew,test,cashew/Data/Images/Anomaly/000.JPG,cashew/Data/Masks/Anomaly/000.png,1176,1274,3679,1498224,0.0024555740663612384
cashew,test,cashew/Data/Images/Anomaly/077.JPG,cashew/Data/Masks/Anomaly/077.png,1176,1274,446,1498224,0.0002976857933126155
cashew,test,cashew/Data/Images/Anomaly/055.JPG,cashew/Data/Masks/Anomaly/055.png,1176,1274,97,1498224,6.474332276081547e-05
cashew,test,cashew/Data/Images/Anomaly/049.JPG,cashew/Data/Masks/Anomaly/049.png,1176,1274,1136,1498224,0.0007582310789307874
cashew,test,cashew/Data/Images/Anomaly/003.JPG,cashew/Data/Masks/Anomaly/003.png,1176,1274,2203,1498224,0.0014704076292997577
cashew,test,cashew/Data/Images/Anomaly/062.JPG,cashew/Data/Masks/Anomaly/062.png,1176,1274,312,1498224,0.00020824656393169514
cashew,test,cashew/Data/Images/Anomaly/012.JPG,cashew/Data/Masks/Anomaly/012.png,1176,1274,5157,1498224,0.003442075417294076
cashew,test,cashew/Data/Images/Anomaly/026.JPG,cashew/Data/Masks/Anomaly/026.png,1176,1274,950,1498224,0.0006340840888945845
cashew,test,cashew/Data/Images/Anomaly/048.JPG,cashew/Data/Masks/Anomaly/048.png,1176,1274,3061,1498224,0.002043085680111919
cashew,test,cashew/Data/Images/Anomaly/083.JPG,cashew/Data/Masks/Anomaly/083.png,1176,1274,4682,1498224,0.003125033372846784
cashew,test,cashew/Data/Images/Anomaly/060.JPG,cashew/Data/Masks/Anomaly/060.png,1176,1274,3082,1498224,0.0020571022757611677
cashew,test,cashew/Data/Images/Anomaly/057.JPG,cashew/Data/Masks/Anomaly/057.png,1176,1274,131,1498224,8.74368585738848e-05
cashew,test,cashew/Data/Images/Anomaly/063.JPG,cashew/Data/Masks/Anomaly/063.png,1176,1274,126,1498224,8.409957389549227e-05
cashew,test,cashew/Data/Images/Anomaly/015.JPG,cashew/Data/Masks/Anomaly/015.png,1176,1274,2461,1498224,0.0016426115187048132
cashew,test,cashew/Data/Images/Anomaly/032.JPG,cashew/Data/Masks/Anomaly/032.png,1176,1274,13537,1498224,0.00903536453827999
cashew,test,cashew/Data/Images/Anomaly/008.JPG,cashew/Data/Masks/Anomaly/008.png,1176,1274,1034,1498224,0.0006901504714915793
cashew,test,cashew/Data/Images/Anomaly/097.JPG,cashew/Data/Masks/Anomaly/097.png,1176,1274,406113,1498224,0.27106293851920676
cashew,test,cashew/Data/Images/Anomaly/072.JPG,cashew/Data/Masks/Anomaly/072.png,1176,1274,445,1498224,0.00029701833637693696
cashew,test,cashew/Data/Images/Anomaly/017.JPG,cashew/Data/Masks/Anomaly/017.png,1176,1274,2728,1498224,0.0018208225205309752
chewinggum,train,chewinggum/Data/Images/Anomaly/053.JPG,chewinggum/Data/Masks/Anomaly/053.png,1118,1342,41670,1500356,0.027773408444395863
chewinggum,train,chewinggum/Data/Images/Anomaly/037.JPG,chewinggum/Data/Masks/Anomaly/037.png,1118,1342,2494,1500356,0.0016622721540754328
chewinggum,train,chewinggum/Data/Images/Anomaly/065.JPG,chewinggum/Data/Masks/Anomaly/065.png,1118,1342,3495,1500356,0.0023294471445443614
chewinggum,train,chewinggum/Data/Images/Anomaly/051.JPG,chewinggum/Data/Masks/Anomaly/051.png,1118,1342,32847,1500356,0.021892804107825077
chewinggum,train,chewinggum/Data/Images/Anomaly/004.JPG,chewinggum/Data/Masks/Anomaly/004.png,1118,1342,19073,1500356,0.01271231627693694
chewinggum,train,chewinggum/Data/Images/Anomaly/020.JPG,chewinggum/Data/Masks/Anomaly/020.png,1118,1342,14934,1500356,0.009953637669992988
chewinggum,train,chewinggum/Data/Images/Anomaly/038.JPG,chewinggum/Data/Masks/Anomaly/038.png,1118,1342,9852,1500356,0.00656644156453535
chewinggum,train,chewinggum/Data/Images/Anomaly/009.JPG,chewinggum/Data/Masks/Anomaly/009.png,1118,1342,10636,1500356,0.007088984214413113
chewinggum,train,chewinggum/Data/Images/Anomaly/010.JPG,chewinggum/Data/Masks/Anomaly/010.png,1118,1342,16867,1500356,0.011241998565673747
chewinggum,train,chewinggum/Data/Images/Anomaly/081.JPG,chewinggum/Data/Masks/Anomaly/081.png,1118,1342,2730,1500356,0.001819568155824351
chewinggum,train,chewinggum/Data/Images/Anomaly/044.JPG,chewinggum/Data/Masks/Anomaly/044.png,1118,1342,49603,1500356,0.03306082023199827
chewinggum,train,chewinggum/Data/Images/Anomaly/036.JPG,chewinggum/Data/Masks/Anomaly/036.png,1118,1342,7260,1500356,0.004838851579225197
chewinggum,train,chewinggum/Data/Images/Anomaly/084.JPG,chewinggum/Data/Masks/Anomaly/084.png,1118,1342,3010,1500356,0.0020061905307806947
chewinggum,train,chewinggum/Data/Images/Anomaly/050.JPG,chewinggum/Data/Masks/Anomaly/050.png,1118,1342,32481,1500356,0.021648862003417854
chewinggum,train,chewinggum/Data/Images/Anomaly/096.JPG,chewinggum/Data/Masks/Anomaly/096.png,1118,1342,5739,1500356,0.003825092178123059
chewinggum,train,chewinggum/Data/Images/Anomaly/090.JPG,chewinggum/Data/Masks/Anomaly/090.png,1118,1342,3182,1500356,0.0021208299896824487
chewinggum,train,chewinggum/Data/Images/Anomaly/066.JPG,chewinggum/Data/Masks/Anomaly/066.png,1118,1342,2819,1500356,0.001878887410721189
chewinggum,train,chewinggum/Data/Images/Anomaly/016.JPG,chewinggum/Data/Masks/Anomaly/016.png,1118,1342,13794,1500356,0.009193818000527874
chewinggum,train,chewinggum/Data/Images/Anomaly/080.JPG,chewinggum/Data/Masks/Anomaly/080.png,1118,1342,5324,1500356,0.003548491158098478
chewinggum,train,chewinggum/Data/Images/Anomaly/033.JPG,chewinggum/Data/Masks/Anomaly/033.png,1118,1342,1149,1500356,0.000765818245802996
chewinggum,train,chewinggum/Data/Images/Anomaly/024.JPG,chewinggum/Data/Masks/Anomaly/024.png,1118,1342,8767,1500356,0.0058432798615795185
chewinggum,train,chewinggum/Data/Images/Anomaly/052.JPG,chewinggum/Data/Masks/Anomaly/052.png,1118,1342,39723,1500356,0.026475716429967287
chewinggum,train,chewinggum/Data/Images/Anomaly/091.JPG,chewinggum/Data/Masks/Anomaly/091.png,1118,1342,5277,1500356,0.0035171652594450918
chewinggum,train,chewinggum/Data/Images/Anomaly/099.JPG,chewinggum/Data/Masks/Anomaly/099.png,1118,1342,4877,1500356,0.0032505618666503148
chewinggum,train,chewinggum/Data/Images/Anomaly/064.JPG,chewinggum/Data/Masks/Anomaly/064.png,1118,1342,19614,1500356,0.013072897365691876
chewinggum,train,chewinggum/Data/Images/Anomaly/005.JPG,chewinggum/Data/Masks/Anomaly/005.png,1118,1342,19964,1500356,0.013306175334387306
chewinggum,train,chewinggum/Data/Images/Anomaly/058.JPG,chewinggum/Data/Masks/Anomaly/058.png,1118,1342,39181,1500356,0.026114468832730366
chewinggum,train,chewinggum/Data/Images/Anomaly/076.JPG,chewinggum/Data/Masks/Anomaly/076.png,1118,1342,4491,1500356,0.0029932895926033554
chewinggum,train,chewinggum/Data/Images/Anomaly/039.JPG,chewinggum/Data/Masks/Anomaly/039.png,1118,1342,7732,1500356,0.005153443582723034
chewinggum,train,chewinggum/Data/Images/Anomaly/079.JPG,chewinggum/Data/Masks/Anomaly/079.png,1118,1342,5034,1500356,0.0033552036983222648
chewinggum,train,chewinggum/Data/Images/Anomaly/023.JPG,chewinggum/Data/Masks/Anomaly/023.png,1118,1342,6600,1500356,0.004398955981113816
chewinggum,train,chewinggum/Data/Images/Anomaly/094.JPG,chewinggum/Data/Masks/Anomaly/094.png,1118,1342,3077,1500356,0.00205084659907382
chewinggum,train,chewinggum/Data/Images/Anomaly/030.JPG,chewinggum/Data/Masks/Anomaly/030.png,1118,1342,9942,1500356,0.006626427327914175
chewinggum,train,chewinggum/Data/Images/Anomaly/073.JPG,chewinggum/Data/Masks/Anomaly/073.png,1118,1342,1377,1500356,0.0009177821796960188
chewinggum,train,chewinggum/Data/Images/Anomaly/025.JPG,chewinggum/Data/Masks/Anomaly/025.png,1118,1342,4010,1500356,0.0026726990127676365
chewinggum,train,chewinggum/Data/Images/Anomaly/047.JPG,chewinggum/Data/Masks/Anomaly/047.png,1118,1342,15198,1500356,0.010129595909237541
chewinggum,train,chewinggum/Data/Images/Anomaly/031.JPG,chewinggum/Data/Masks/Anomaly/031.png,1118,1342,2989,1500356,0.0019921938526589688
chewinggum,train,chewinggum/Data/Images/Anomaly/045.JPG,chewinggum/Data/Masks/Anomaly/045.png,1118,1342,27667,1500356,0.018440290171132717
chewinggum,train,chewinggum/Data/Images/Anomaly/019.JPG,chewinggum/Data/Masks/Anomaly/019.png,1118,1342,20419,1500356,0.013609436693691364
chewinggum,train,chewinggum/Data/Images/Anomaly/087.JPG,chewinggum/Data/Masks/Anomaly/087.png,1118,1342,3514,1500356,0.002342110805702113
chewinggum,train,chewinggum/Data/Images/Anomaly/042.JPG,chewinggum/Data/Masks/Anomaly/042.png,1118,1342,26152,1500356,0.0174305298209225
chewinggum,train,chewinggum/Data/Images/Anomaly/068.JPG,chewinggum/Data/Masks/Anomaly/068.png,1118,1342,1195,1500356,0.0007964776359743954
chewinggum,train,chewinggum/Data/Images/Anomaly/095.JPG,chewinggum/Data/Masks/Anomaly/095.png,1118,1342,2818,1500356,0.0018782209022392019
chewinggum,train,chewinggum/Data/Images/Anomaly/021.JPG,chewinggum/Data/Masks/Anomaly/021.png,1118,1342,26707,1500356,0.017800442028425255
chewinggum,train,chewinggum/Data/Images/Anomaly/007.JPG,chewinggum/Data/Masks/Anomaly/007.png,1118,1342,18559,1500356,0.012369730917195652
chewinggum,train,chewinggum/Data/Images/Anomaly/067.JPG,chewinggum/Data/Masks/Anomaly/067.png,1118,1342,693,1500356,0.00046189037801695065
chewinggum,train,chewinggum/Data/Images/Anomaly/046.JPG,chewinggum/Data/Masks/Anomaly/046.png,1118,1342,15559,1500356,0.010370205471234828
chewinggum,train,chewinggum/Data/Images/Anomaly/082.JPG,chewinggum/Data/Masks/Anomaly/082.png,1118,1342,2944,1500356,0.0019622009709695564
chewinggum,train,chewinggum/Data/Images/Anomaly/011.JPG,chewinggum/Data/Masks/Anomaly/011.png,1118,1342,41351,1500356,0.02756079223864203
chewinggum,train,chewinggum/Data/Images/Anomaly/006.JPG,chewinggum/Data/Masks/Anomaly/006.png,1118,1342,25307,1500356,0.016867330153643535
chewinggum,train,chewinggum/Data/Images/Anomaly/041.JPG,chewinggum/Data/Masks/Anomaly/041.png,1118,1342,15793,1500356,0.010526168456019771
chewinggum,train,chewinggum/Data/Images/Anomaly/086.JPG,chewinggum/Data/Masks/Anomaly/086.png,1118,1342,2903,1500356,0.001934874123208092
chewinggum,train,chewinggum/Data/Images/Anomaly/088.JPG,chewinggum/Data/Masks/Anomaly/088.png,1118,1342,4051,1500356,0.002700025860529101
chewinggum,train,chewinggum/Data/Images/Anomaly/070.JPG,chewinggum/Data/Masks/Anomaly/070.png,1118,1342,494,1500356,0.0003292551901015492
chewinggum,train,chewinggum/Data/Images/Anomaly/018.JPG,chewinggum/Data/Masks/Anomaly/018.png,1118,1342,20100,1500356,0.01339682048793753
chewinggum,train,chewinggum/Data/Images/Anomaly/078.JPG,chewinggum/Data/Masks/Anomaly/078.png,1118,1342,3550,1500356,0.002366105111053643
chewinggum,train,chewinggum/Data/Images/Anomaly/071.JPG,chewinggum/Data/Masks/Anomaly/071.png,1118,1342,1783,1500356,0.0011883846233827172
chewinggum,train,chewinggum/Data/Images/Anomaly/059.JPG,chewinggum/Data/Masks/Anomaly/059.png,1118,1342,15306,1500356,0.01020157882529213
chewinggum,train,chewinggum/Data/Images/Anomaly/043.JPG,chewinggum/Data/Masks/Anomaly/043.png,1118,1342,28652,1500356,0.019096801025889856
chewinggum,train,chewinggum/Data/Images/Anomaly/061.JPG,chewinggum/Data/Masks/Anomaly/061.png,1118,1342,22795,1500356,0.015193060846892337
chewinggum,test,chewinggum/Data/Images/Anomaly/022.JPG,chewinggum/Data/Masks/Anomaly/022.png,1118,1342,6816,1500356,0.004542921813222995
chewinggum,test,chewinggum/Data/Images/Anomaly/014.JPG,chewinggum/Data/Masks/Anomaly/014.png,1118,1342,20870,1500356,0.013910032019067474
chewinggum,test,chewinggum/Data/Images/Anomaly/035.JPG,chewinggum/Data/Masks/Anomaly/035.png,1118,1342,3791,1500356,0.0025267336552124964
chewinggum,test,chewinggum/Data/Images/Anomaly/093.JPG,chewinggum/Data/Masks/Anomaly/093.png,1118,1342,3916,1500356,0.002610047215460864
chewinggum,test,chewinggum/Data/Images/Anomaly/056.JPG,chewinggum/Data/Masks/Anomaly/056.png,1118,1342,17171,1500356,0.011444617144197778
chewinggum,test,chewinggum/Data/Images/Anomaly/028.JPG,chewinggum/Data/Masks/Anomaly/028.png,1118,1342,1912,1500356,0.0012743642175590327
chewinggum,test,chewinggum/Data/Images/Anomaly/098.JPG,chewinggum/Data/Masks/Anomaly/098.png,1118,1342,8262,1500356,0.005506693078176113
chewinggum,test,chewinggum/Data/Images/Anomaly/054.JPG,chewinggum/Data/Masks/Anomaly/054.png,1118,1342,5291,1500356,0.003526496378192909
chewinggum,test,chewinggum/Data/Images/Anomaly/027.JPG,chewinggum/Data/Masks/Anomaly/027.png,1118,1342,3369,1500356,0.0022454670758140067
chewinggum,test,chewinggum/Data/Images/Anomaly/089.JPG,chewinggum/Data/Masks/Anomaly/089.png,1118,1342,2702,1500356,0.0018009059183287167
chewinggum,test,chewinggum/Data/Images/Anomaly/001.JPG,chewinggum/Data/Masks/Anomaly/001.png,1118,1342,14859,1500356,0.009903649533843968
chewinggum,test,chewinggum/Data/Images/Anomaly/069.JPG,chewinggum/Data/Masks/Anomaly/069.png,1118,1342,2902,1500356,0.001934207614726105
chewinggum,test,chewinggum/Data/Images/Anomaly/074.JPG,chewinggum/Data/Masks/Anomaly/074.png,1118,1342,2243,1500356,0.0014949785250967104
chewinggum,test,chewinggum/Data/Images/Anomaly/002.JPG,chewinggum/Data/Masks/Anomaly/002.png,1118,1342,10518,1500356,0.007010336213538654
chewinggum,test,chewinggum/Data/Images/Anomaly/085.JPG,chewinggum/Data/Masks/Anomaly/085.png,1118,1342,4887,1500356,0.0032572269514701845
chewinggum,test,chewinggum/Data/Images/Anomaly/040.JPG,chewinggum/Data/Masks/Anomaly/040.png,1118,1342,19981,1500356,0.013317505978581083
chewinggum,test,chewinggum/Data/Images/Anomaly/013.JPG,chewinggum/Data/Masks/Anomaly/013.png,1118,1342,10766,1500356,0.007175630317071415
chewinggum,test,chewinggum/Data/Images/Anomaly/075.JPG,chewinggum/Data/Masks/Anomaly/075.png,1118,1342,1949,1500356,0.0012990250313925495
chewinggum,test,chewinggum/Data/Images/Anomaly/029.JPG,chewinggum/Data/Masks/Anomaly/029.png,1118,1342,2692,1500356,0.0017942408335088471
chewinggum,test,chewinggum/Data/Images/Anomaly/034.JPG,chewinggum/Data/Masks/Anomaly/034.png,1118,1342,2785,1500356,0.001856226122333633
chewinggum,test,chewinggum/Data/Images/Anomaly/092.JPG,chewinggum/Data/Masks/Anomaly/092.png,1118,1342,4374,1500356,0.002915308100210883
chewinggum,test,chewinggum/Data/Images/Anomaly/000.JPG,chewinggum/Data/Masks/Anomaly/000.png,1118,1342,16060,1500356,0.010704126220710285
chewinggum,test,chewinggum/Data/Images/Anomaly/077.JPG,chewinggum/Data/Masks/Anomaly/077.png,1118,1342,3724,1500356,0.0024820775869193712
chewinggum,test,chewinggum/Data/Images/Anomaly/055.JPG,chewinggum/Data/Masks/Anomaly/055.png,1118,1342,17314,1500356,0.01153992785712191
chewinggum,test,chewinggum/Data/Images/Anomaly/049.JPG,chewinggum/Data/Masks/Anomaly/049.png,1118,1342,28573,1500356,0.019044146855812887
chewinggum,test,chewinggum/Data/Images/Anomaly/003.JPG,chewinggum/Data/Masks/Anomaly/003.png,1118,1342,7185,1500356,0.004788863443076176
chewinggum,test,chewinggum/Data/Images/Anomaly/062.JPG,chewinggum/Data/Masks/Anomaly/062.png,1118,1342,34050,1500356,0.022694613811655367
chewinggum,test,chewinggum/Data/Images/Anomaly/012.JPG,chewinggum/Data/Masks/Anomaly/012.png,1118,1342,21097,1500356,0.01406132944447851
